DrugBank IDs,Drug Name,Gene Name(Symbol),Gene Detailed Name,GeneBank Gene ID,UniprotID
DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",ABO,Histo-blood group ABO system transferase,J05175,P16442
DB04678,H TYPE II TRISACCHARIDE,ABO,Histo-blood group ABO system transferase,J05175,P16442
DB04679,H TYPE I TRISACCHARIDE,ABO,Histo-blood group ABO system transferase,J05175,P16442
DB04680,GALACTOSE GREASE,ABO,Histo-blood group ABO system transferase,J05175,P16442
DB04681,BETA-METHYLLACTOSIDE,ABO,Histo-blood group ABO system transferase,J05175,P16442
DB07341,"octyl 3-amino-3-deoxy-2-O-(2,6-dideoxy-alpha-L-lyxo-hexopyranosyl)-beta-D-galactopyranoside",ABO,Histo-blood group ABO system transferase,J05175,P16442
DB07357,"4-AMINO-2-HEXYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,5-DIOL",ABO,Histo-blood group ABO system transferase,J05175,P16442
DB07378,"4-AMINO-2-OCTYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,5-DIOL",ABO,Histo-blood group ABO system transferase,J05175,P16442
DB07633,octyl 3-deoxy-2-O-(6-deoxy-alpha-L-galactopyranosyl)-beta-D-xylo-hexopyranoside,ABO,Histo-blood group ABO system transferase,J05175,P16442
DB00159,Icosapent,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB00197,Troglitazone,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB00244,Mesalazine,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB00328,Indomethacin,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB00412,Rosiglitazone,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB00731,Nateglinide,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB00795,Sulfasalazine,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB00912,Repaglinide,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB00966,Telmisartan,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB01014,Balsalazide,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB01050,Ibuprofen,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB01067,Glipizide,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB01132,Pioglitazone,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB01252,Mitiglinide,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB01393,Bezafibrate,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB04270,(S)-3-(4-(2-Carbazol-9-Yl-Ethoxy)-Phenyl)-2-Ethoxy-Propionic Acid,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB04689,2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB04971,NULL,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB05187,NULL,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB05490,T131,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB05854,NULL,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB06908,"(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID",PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB06926,"(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid",PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB07053,2-{5-[3-(7-PROPYL-3-TRIFLUOROMETHYLBENZO[D]ISOXAZOL-6-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB07111,"(4S,5E,7Z,10Z,13Z,16Z,19Z)-4-hydroxydocosa-5,7,10,13,16,19-hexaenoic acid",PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB07172,"(5R,6E,8Z,11Z,14Z,17Z)-5-hydroxyicosa-6,8,11,14,17-pentaenoic acid",PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB07208,"(8E,10S,12Z)-10-hydroxy-6-oxooctadeca-8,12-dienoic acid",PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB07209,"(8R,9Z,12Z)-8-hydroxy-6-oxooctadeca-9,12-dienoic acid",PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB07302,"(9S,10E,12Z)-9-hydroxyoctadeca-10,12-dienoic acid",PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB07509,difluoro(5-{2-[(5-octyl-1H-pyrrol-2-yl-kappaN)methylidene]-2H-pyrrol-5-yl-kappaN}pentanoato)boron,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB07675,(2S)-2-ETHOXY-3-{4-[2-(10H-PHENOXAZIN-10-YL)ETHOXY]PHENYL}PROPANOIC ACID,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB07723,3-(5-methoxy-1H-indol-3-yl)propanoic acid,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB07724,3-{5-methoxy-1-[(4-methoxyphenyl)sulfonyl]-1H-indol-3-yl}propanoic acid,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB07842,(2S)-2-(4-ethylphenoxy)-3-phenylpropanoic acid,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB07863,2-chloro-5-nitro-N-phenylbenzamide,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB08121,(2S)-2-(biphenyl-4-yloxy)-3-phenylpropanoic acid,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB08302,3-[5-(2-nitropent-1-en-1-yl)furan-2-yl]benzoic acid,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB08402,"2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID",PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB08435,"(5E,14E)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid",PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB08560,3-FLUORO-N-[1-(4-FLUOROPHENYL)-3-(2-THIENYL)-1H-PYRAZOL-5-YL]BENZENESULFONAMIDE,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB08760,(2S)-2-(4-chlorophenoxy)-3-phenylpropanoic acid,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB08915,Aleglitazar,PPARG,Peroxisome proliferator-activated receptor gamma,U79012,P37231
DB00170,Menadione,F10,Coagulation factor X,K03194,P00742
DB00569,Fondaparinux sodium,F10,Coagulation factor X,K03194,P00742
DB01109,Heparin,F10,Coagulation factor X,K03194,P00742
DB01225,NULL,F10,Coagulation factor X,K03194,P00742
DB03847,Gamma-Carboxy-Glutamic Acid,F10,Coagulation factor X,K03194,P00742
DB04673,4-[(5-CHLOROINDOL-2-YL)SULFONYL]-2-(2-METHYLPROPYL)-1-[[5-(PYRIDIN-4-YL)PYRIMIDIN-2-YL]CARBONYL]PIPERAZINE,F10,Coagulation factor X,K03194,P00742
DB05362,NULL,F10,Coagulation factor X,K03194,P00742
DB05713,NULL,F10,Coagulation factor X,K03194,P00742
DB06228,Rivaroxaban,F10,Coagulation factor X,K03194,P00742
DB06605,Apixaban,F10,Coagulation factor X,K03194,P00742
DB06920,"(2R,4R)-N~1~-(4-CHLOROPHENYL)-N~2~-[2-FLUORO-4-(2-OXOPYRIDIN-1(2H)-YL)PHENYL]-4-METHOXYPYRROLIDINE-1,2-DICARBOXAMIDE",F10,Coagulation factor X,K03194,P00742
DB07211,(2R)-2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}PROPENE-1-SULFONAMIDE,F10,Coagulation factor X,K03194,P00742
DB07261,"THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [1-(1-AMINO-ISOQUINOLIN-7-YLMETHYL)-2-OXO-PYRROLDIN-3-YL]-AMIDE",F10,Coagulation factor X,K03194,P00742
DB07277,2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}ETHANESULFONAMIDE,F10,Coagulation factor X,K03194,P00742
DB07278,2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}ETHENESULFONAMIDE,F10,Coagulation factor X,K03194,P00742
DB07605,"2-({4-[(5-CHLORO-1H-INDOL-2-YL)SULFONYL]PIPERAZIN-1-YL}CARBONYL)THIENO[3,2-B]PYRIDINE 4-OXIDE",F10,Coagulation factor X,K03194,P00742
DB07629,"N-((1R,2S)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE",F10,Coagulation factor X,K03194,P00742
DB07630,"N-((1R,2R)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE",F10,Coagulation factor X,K03194,P00742
DB07800,N-(2-(((5-CHLORO-2-PYRIDINYL)AMINO)SULFONYL)PHENYL)-4-(2-OXO-1(2H)-PYRIDINYL)BENZAMIDE,F10,Coagulation factor X,K03194,P00742
DB07804,"5-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1H-1,2,4-TRIAZOLE-3-SULFONAMIDE",F10,Coagulation factor X,K03194,P00742
DB07843,5-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1-BENZOTHIOPHENE-2-SULFONAMIDE,F10,Coagulation factor X,K03194,P00742
DB07844,6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1-BENZOTHIOPHENE-2-SULFONAMIDE,F10,Coagulation factor X,K03194,P00742
DB07847,6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-(4-MORPHOLINYL)-2-OXO ETHYL]-2-OXO-3-PYRROLIDINYL}-2-NAPHTHALENESULFONAMIDE,F10,Coagulation factor X,K03194,P00742
DB07848,5-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-5-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-SULFONAMIDE,F10,Coagulation factor X,K03194,P00742
DB07872,5-chloro-N-[(3R)-1-(2-{[2-fluoro-4-(2-oxopyridin-1(2H)-yl)phenyl]amino}-2-oxoethyl)pyrrolidin-3-yl]thiophene-2-carboxamide,F10,Coagulation factor X,K03194,P00742
DB07875,"5-Chloro-thiophene-2-carboxylic acid ((3S,4S)-1-{[2-fluoro-4-(2-oxo-2H-pyridin-1-yl)-phenylcarbamoyl]-methyl}-4-hydroxy-pyrrolidin-3-yl)-amide",F10,Coagulation factor X,K03194,P00742
DB07973,N-(1-ISOPROPYLPIPERIDIN-4-YL)-1-(3-METHOXYBENZYL)-1H-INDOLE-2-CARBOXAMIDE,F10,Coagulation factor X,K03194,P00742
DB07974,1-{2-[(4-CHLOROPHENYL)AMINO]-2-OXOETHYL}-N-(1-ISOPROPYLPIPERIDIN-4-YL)-1H-INDOLE-2-CARBOXAMIDE,F10,Coagulation factor X,K03194,P00742
DB08143,"5-CHLORO-THIOPHENE-2-CARBOXYLIC ACID ((3S,4S)-4-FLUORO- 1-{[2-FLUORO-4-(2-OXO-2H-PYRIDIN-1-YL)-PHENYLCARBAMOYL]-METHYL}-PYRROLIDIN-3-YL)-AMIDE",F10,Coagulation factor X,K03194,P00742
DB08173,5-CHLORO-N-(2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO)ETHYL)THIOPHENE-2-CARBOXAMIDE,F10,Coagulation factor X,K03194,P00742
DB08174,"5-CHLORO-N-((1R,2S)-2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO) CYCLOPENTYL)THIOPHENE-2-CARBOXAMIDE",F10,Coagulation factor X,K03194,P00742
DB08426,"THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [2-OXO-1-(1H-PYRROLO[2,3-C]PYRIDIN-2-YLMETHYL)-PYRROLIDIN-3-YL]-AMIDE",F10,Coagulation factor X,K03194,P00742
DB08477,"5-chloro-N-({(5S)-2-oxo-3-[4-(3-oxomorpholin-4-yl)phenyl]-1,3-oxazolidin-5-yl}methyl)thiophene-2-carboxamide",F10,Coagulation factor X,K03194,P00742
DB08487,3-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE,F10,Coagulation factor X,K03194,P00742
DB08488,"4-{[(E)-2-(5-CHLOROTHIEN-2-YL)VINYL]SULFONYL}-1-(1H-PYRROLO[3,2-C]PYRIDIN-2-YLMETHYL)PIPERAZIN-2-ONE",F10,Coagulation factor X,K03194,P00742
DB08495,4-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE,F10,Coagulation factor X,K03194,P00742
DB08745,4-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-1-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINONE,F10,Coagulation factor X,K03194,P00742
DB08746,1-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-4-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINE,F10,Coagulation factor X,K03194,P00742
DB00181,Baclofen,GABBR1,Gamma-aminobutyric acid type B receptor subunit 1,AJ225028,Q9UBS5
DB00837,Progabide,GABBR1,Gamma-aminobutyric acid type B receptor subunit 1,AJ225028,Q9UBS5
DB01080,Vigabatrin,GABBR1,Gamma-aminobutyric acid type B receptor subunit 1,AJ225028,Q9UBS5
DB05010,NULL,GABBR1,Gamma-aminobutyric acid type B receptor subunit 1,AJ225028,Q9UBS5
DB08891,NULL,GABBR1,Gamma-aminobutyric acid type B receptor subunit 1,AJ225028,Q9UBS5
DB08892,NULL,GABBR1,Gamma-aminobutyric acid type B receptor subunit 1,AJ225028,Q9UBS5
DB00228,Enflurane,ATP2C1,Calcium-transporting ATPase type 2C member 1,AF181120,P98194
DB00753,Isoflurane,ATP2C1,Calcium-transporting ATPase type 2C member 1,AF181120,P98194
DB01028,Methoxyflurane,ATP2C1,Calcium-transporting ATPase type 2C member 1,AF181120,P98194
DB01159,Halothane,ATP2C1,Calcium-transporting ATPase type 2C member 1,AF181120,P98194
DB01189,Desflurane,ATP2C1,Calcium-transporting ATPase type 2C member 1,AF181120,P98194
DB01236,Sevoflurane,ATP2C1,Calcium-transporting ATPase type 2C member 1,AF181120,P98194
DB01373,Calcium,ATP2C1,Calcium-transporting ATPase type 2C member 1,AF181120,P98194
DB00128,L-Aspartic Acid,ASNS,Asparagine synthetase [glutamine-hydrolyzing],M27396,P08243
DB00142,L-Glutamic Acid,ASNS,Asparagine synthetase [glutamine-hydrolyzing],M27396,P08243
DB00171,Adenosine triphosphate,ASNS,Asparagine synthetase [glutamine-hydrolyzing],M27396,P08243
DB00174,L-Asparagine,ASNS,Asparagine synthetase [glutamine-hydrolyzing],M27396,P08243
DB00157,NADH,NQO2,Ribosyldihydronicotinamide dehydrogenase [quinone],J02888,P16083
DB00170,Menadione,NQO2,Ribosyldihydronicotinamide dehydrogenase [quinone],J02888,P16083
DB01065,Melatonin,NQO2,Ribosyldihydronicotinamide dehydrogenase [quinone],J02888,P16083
DB01087,Primaquine,NQO2,Ribosyldihydronicotinamide dehydrogenase [quinone],J02888,P16083
DB02709,Resveratrol,NQO2,Ribosyldihydronicotinamide dehydrogenase [quinone],J02888,P16083
DB03147,Flavin adenine dinucleotide,NQO2,Ribosyldihydronicotinamide dehydrogenase [quinone],J02888,P16083
DB03541,"10-Propargyl-5,8-Dideazafolic Acid",NQO2,Ribosyldihydronicotinamide dehydrogenase [quinone],J02888,P16083
DB04253,CB1954,NQO2,Ribosyldihydronicotinamide dehydrogenase [quinone],J02888,P16083
DB07339,"(3S)-3-hydroxy-1-methyl-2,3-dihydro-1H-indole-5,6-dione",NQO2,Ribosyldihydronicotinamide dehydrogenase [quinone],J02888,P16083
DB08190,N-[2-(2-iodo-5-methoxy-1H-indol-3-yl)ethyl]acetamide,NQO2,Ribosyldihydronicotinamide dehydrogenase [quinone],J02888,P16083
DB08228,"5,8-dimethoxy-1,4-dimethylquinolin-2(1H)-one",NQO2,Ribosyldihydronicotinamide dehydrogenase [quinone],J02888,P16083
DB08744,"6-methoxy-9-methyl[1,3]dioxolo[4,5-h]quinolin-8(9H)-one",NQO2,Ribosyldihydronicotinamide dehydrogenase [quinone],J02888,P16083
DB00178,Ramipril,ACE,Angiotensin-converting enzyme,J04144,P12821
DB00492,Fosinopril,ACE,Angiotensin-converting enzyme,J04144,P12821
DB00519,Trandolapril,ACE,Angiotensin-converting enzyme,J04144,P12821
DB00542,Benazepril,ACE,Angiotensin-converting enzyme,J04144,P12821
DB00584,Enalapril,ACE,Angiotensin-converting enzyme,J04144,P12821
DB00616,Candoxatril,ACE,Angiotensin-converting enzyme,J04144,P12821
DB00691,Moexipril,ACE,Angiotensin-converting enzyme,J04144,P12821
DB00722,Lisinopril,ACE,Angiotensin-converting enzyme,J04144,P12821
DB00790,Perindopril,ACE,Angiotensin-converting enzyme,J04144,P12821
DB00881,Quinapril,ACE,Angiotensin-converting enzyme,J04144,P12821
DB00886,Omapatrilat,ACE,Angiotensin-converting enzyme,J04144,P12821
DB01180,Rescinnamine,ACE,Angiotensin-converting enzyme,J04144,P12821
DB01197,Captopril,ACE,Angiotensin-converting enzyme,J04144,P12821
DB01340,Cilazapril,ACE,Angiotensin-converting enzyme,J04144,P12821
DB01348,Spirapril,ACE,Angiotensin-converting enzyme,J04144,P12821
DB02032,1-(3-Mercapto-2-Methyl-Propionyl)-Pyrrolidine-2-Carboxylic Acid,ACE,Angiotensin-converting enzyme,J04144,P12821
DB03740,2-(Acetylamino)-2-Deoxy-a-D-Glucopyranose,ACE,Angiotensin-converting enzyme,J04144,P12821
DB08836,Temocapril,ACE,Angiotensin-converting enzyme,J04144,P12821
DB00161,L-Valine,VARS,Valine--tRNA ligase,X59303,P26640
DB00157,NADH,NDUFA1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1,X81900,O15239
DB00157,NADH,PYCR1,"Pyrroline-5-carboxylate reductase 1, mitochondrial",M77836,P32322
DB00172,L-Proline,PYCR1,"Pyrroline-5-carboxylate reductase 1, mitochondrial",M77836,P32322
DB00157,NADH,ADH1A,Alcohol dehydrogenase 1A,M12271,P07327
DB00898,Ethanol,ADH1A,Alcohol dehydrogenase 1A,M12271,P07327
DB01213,Fomepizole,ADH1A,Alcohol dehydrogenase 1A,M12271,P07327
DB02721,4-Iodopyrazole,ADH1A,Alcohol dehydrogenase 1A,M12271,P07327
DB04065,N-Cyclopentyl-N-Cyclobutylformamide,ADH1A,Alcohol dehydrogenase 1A,M12271,P07327
DB00150,L-Tryptophan,WARS,"Tryptophan--tRNA ligase, cytoplasmic",M77804,P23381
DB01831,Tryptophanyl-5'amp,WARS,"Tryptophan--tRNA ligase, cytoplasmic",M77804,P23381
DB04537,L-Tryptophanamide,WARS,"Tryptophan--tRNA ligase, cytoplasmic",M77804,P23381
DB00606,Cyclothiazide,FXYD2,Sodium/potassium-transporting ATPase subunit gamma,U50743,P54710
DB00135,L-Tyrosine,YARS,"Tyrosine--tRNA ligase, cytoplasmic",U40714,P54577
DB01766,Beta-(2-Naphthyl)-Alanine,YARS,"Tyrosine--tRNA ligase, cytoplasmic",U40714,P54577
DB03978,Tyrosinal,YARS,"Tyrosine--tRNA ligase, cytoplasmic",U40714,P54577
DB07205,N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE,YARS,"Tyrosine--tRNA ligase, cytoplasmic",U40714,P54577
DB08371,PARA-(BENZOYL)-PHENYLALANINE,YARS,"Tyrosine--tRNA ligase, cytoplasmic",U40714,P54577
DB08617,"4-(2,2,2-TRIFLUOROETHYL)-L-PHENYLALANINE",YARS,"Tyrosine--tRNA ligase, cytoplasmic",U40714,P54577
DB00157,NADH,ALDH6A1,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",AJ249994,Q02252
DB01094,Hesperetin,MTTP,Microsomal triglyceride transfer protein large subunit,X75500,P55157
DB04852,Implitapide,MTTP,Microsomal triglyceride transfer protein large subunit,X75500,P55157
DB08827,Lomitapide,MTTP,Microsomal triglyceride transfer protein large subunit,X75500,P55157
DB00196,Fluconazole,ERG11,Lanosterol 14-alpha demethylase,X13296,P10613
DB00239,Oxiconazole,ERG11,Lanosterol 14-alpha demethylase,X13296,P10613
DB00251,Terconazole,ERG11,Lanosterol 14-alpha demethylase,X13296,P10613
DB00257,Clotrimazole,ERG11,Lanosterol 14-alpha demethylase,X13296,P10613
DB00582,Voriconazole,ERG11,Lanosterol 14-alpha demethylase,X13296,P10613
DB01007,Tioconazole,ERG11,Lanosterol 14-alpha demethylase,X13296,P10613
DB01026,Ketoconazole,ERG11,Lanosterol 14-alpha demethylase,X13296,P10613
DB01110,Miconazole,ERG11,Lanosterol 14-alpha demethylase,X13296,P10613
DB01127,Econazole,ERG11,Lanosterol 14-alpha demethylase,X13296,P10613
DB01153,Sertaconazole,ERG11,Lanosterol 14-alpha demethylase,X13296,P10613
DB01263,Posaconazole,ERG11,Lanosterol 14-alpha demethylase,X13296,P10613
DB04794,Bifonazole,ERG11,Lanosterol 14-alpha demethylase,X13296,P10613
DB08933,LULICONAZOLE,ERG11,Lanosterol 14-alpha demethylase,X13296,P10613
DB00156,L-Threonine,TARS,"Threonine--tRNA ligase, cytoplasmic",M63180,P26639
DB00128,L-Aspartic Acid,SLC25A12,Calcium-binding mitochondrial carrier protein Aralar1,Y14494,O75746
DB00174,L-Asparagine,SLC1A5,Neutral amino acid transporter B(0),U53347,Q15758
DB00200,Hydroxocobalamin,TCN1,Transcobalamin-1,J05068,P20061
DB05269,NULL,LPL,Lipoprotein lipase,M15856,P06858
DB06439,Tyloxapol,LPL,Lipoprotein lipase,M15856,P06858
DB00197,Troglitazone,SERPINE1,Plasminogen activator inhibitor 1,X04429,P05121
DB05254,NULL,SERPINE1,Plasminogen activator inhibitor 1,X04429,P05121
DB00277,Theophylline,ADORA2B,Adenosine receptor A2b,M97759,P29275
DB00640,Adenosine,ADORA2B,Adenosine receptor A2b,M97759,P29275
DB00824,Enprofylline,ADORA2B,Adenosine receptor A2b,M97759,P29275
DB00648,Mitotane,FDX1,"Adrenodoxin, mitochondrial",M23668,P10109
DB00157,NADH,NDUFB5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",AF047181,O43674
DB00157,NADH,ALDH4A1,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",U24267,P30038
DB00157,NADH,NDUFB10,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,AF044954,O96000
DB01050,Ibuprofen,BCL2,Apoptosis regulator Bcl-2,M13994,P10415
DB01229,Paclitaxel,BCL2,Apoptosis regulator Bcl-2,M13994,P10415
DB01248,Docetaxel,BCL2,Apoptosis regulator Bcl-2,M13994,P10415
DB01367,Rasagiline,BCL2,Apoptosis regulator Bcl-2,M13994,P10415
DB04940,NULL,BCL2,Apoptosis regulator Bcl-2,M13994,P10415
DB05281,NULL,BCL2,Apoptosis regulator Bcl-2,M13994,P10415
DB05297,DHA-paclitaxel,BCL2,Apoptosis regulator Bcl-2,M13994,P10415
DB05764,NULL,BCL2,Apoptosis regulator Bcl-2,M13994,P10415
DB00246,Ziprasidone,CHRM5,Muscarinic acetylcholine receptor M5,M80333,P08912
DB00321,Amitriptyline,CHRM5,Muscarinic acetylcholine receptor M5,M80333,P08912
DB00334,Olanzapine,CHRM5,Muscarinic acetylcholine receptor M5,M80333,P08912
DB00340,Metixene,CHRM5,Muscarinic acetylcholine receptor M5,M80333,P08912
DB00342,Terfenadine,CHRM5,Muscarinic acetylcholine receptor M5,M80333,P08912
DB00363,Clozapine,CHRM5,Muscarinic acetylcholine receptor M5,M80333,P08912
DB00376,Trihexyphenidyl,CHRM5,Muscarinic acetylcholine receptor M5,M80333,P08912
DB00408,Loxapine,CHRM5,Muscarinic acetylcholine receptor M5,M80333,P08912
DB00420,Promazine,CHRM5,Muscarinic acetylcholine receptor M5,M80333,P08912
DB00458,Imipramine,CHRM5,Muscarinic acetylcholine receptor M5,M80333,P08912
DB00496,Darifenacin,CHRM5,Muscarinic acetylcholine receptor M5,M80333,P08912
DB00540,Nortriptyline,CHRM5,Muscarinic acetylcholine receptor M5,M80333,P08912
DB00572,Atropine,CHRM5,Muscarinic acetylcholine receptor M5,M80333,P08912
DB00622,Nicardipine,CHRM5,Muscarinic acetylcholine receptor M5,M80333,P08912
DB00715,Paroxetine,CHRM5,Muscarinic acetylcholine receptor M5,M80333,P08912
DB00725,Homatropine Methylbromide,CHRM5,Muscarinic acetylcholine receptor M5,M80333,P08912
DB00747,Scopolamine,CHRM5,Muscarinic acetylcholine receptor M5,M80333,P08912
DB00767,Benzquinamide,CHRM5,Muscarinic acetylcholine receptor M5,M80333,P08912
DB00777,Propiomazine,CHRM5,Muscarinic acetylcholine receptor M5,M80333,P08912
